,planet_orbital_inclination,planet_density,right_ascension,declination,host_temperature,host_mass,host_radius
373,83.21,0.856,01h00m01.4134s,-58d54m17.1247s,6147.0,1.35,1.75
374,88.49,0.46,19h17m11.3641s,-60d53m30.0584s,5137.0,0.89,0.88
375,87.92,0.83,13h55m25.68s,-21d12m27.7s,4985.0,0.85,0.81
376,86.7,6.64,07h16m25.08s,-31d14m39.86s,7930.0,1.78,1.88
377,88.82,0.42,01h02m12.2812s,-61d45m21.6599s,3405.0,0.49,0.48
378,89.56,0.411,22h36m06.3190s,-16d59m59.7882s,4656.1,0.73,0.72
379,87.8,0.259,19h39m46.02s,-25d44m53.9s,5679.0,1.06,1.09
380,,,19h23m14.42s,-20d09m58.7s,5599.0,1.1,1.56
381,,,11h33m25.44s,-70d11m41.2s,10500.0,2.4,
382,,,11h35m03.75s,+20d26m29.6s,4891.0,2.28,10.06
383,,,11h35m51.52s,-04d45m20.5s,5533.0,0.83,1.04
384,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
385,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
386,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
387,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
388,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
389,,,01h37m53.58s,-60d30m41.5s,5911.0,1.06,1.11
390,,,11h43m30.11s,-58d00m24.8s,5108.0,0.57,0.86
391,,,11h44m50.46s,-58d42m13.4s,5655.0,1.06,1.23
392,,,11h45m42.29s,+02d49m17.3s,5301.0,0.76,0.82
393,,,11h46m23.54s,+14d07m26.4s,4790.0,1.45,10.3
394,,,11h46m46.64s,+03d28m27.5s,4745.0,3.21,9.82
395,,,11h46m46.64s,+03d28m27.5s,4745.0,3.21,9.82
396,,,11h46m31.07s,-40d30m01.3s,5630.0,0.85,
397,,,11h50m20.93s,-01d15m08.8s,5436.0,0.95,
398,,,11h51m22.51s,+57d38m26.6s,4985.0,1.66,4.55
399,,,11h52m52.98s,-50d17m34.2s,5250.0,0.8,0.88
400,,,11h56m41.18s,-02d46m44.2s,5017.0,0.79,0.73
401,,,11h56m55.59s,-12d06m28.5s,6489.0,1.33,
402,,,11h58m11.70s,-23d55m26.0s,4792.0,0.77,
403,,,11h59m10.01s,-20d21m13.6s,4937.0,0.62,0.74
404,,,01h41m53.15s,+02d42m15.8s,4912.0,1.01,1.97
405,,,12h05m15.12s,+76d54m20.6s,4877.0,2.3,11.0
406,,,12h13m29.51s,+10d02m29.9s,5874.0,1.01,1.1
407,,,12h13m37.28s,-09d30m48.2s,5509.0,1.39,2.66
408,87.54,4.7,12h13m53.39s,-00d23m36.5s,6327.0,1.09,1.3
409,88.61,1.01,12h13m53.39s,-00d23m36.5s,6327.0,1.09,1.3
410,,,01h42m29.32s,-53d44m27.0s,6218.0,1.11,1.1
411,,,12h15m06.57s,-07d15m26.4s,5362.0,0.97,1.62
412,,,12h17m53.19s,-55d58m31.9s,6516.0,1.5,
413,,,01h44m55.82s,+20d04m59.3s,5600.0,1.13,1.79
414,,,12h19m13.49s,-03d19m11.2s,5797.0,1.12,
415,,,12h25m46.27s,-64d01m19.5s,6265.0,1.27,
416,,,12h27m31.39s,-71d25m22.7s,5122.0,0.84,0.79
417,,,12h30m19.91s,+21d56m53.7s,4878.0,1.59,5.74
418,,,12h30m26.88s,+22d52m47.4s,5600.0,1.1,1.05
419,,,12h30m26.88s,+22d52m47.4s,5600.0,1.1,1.05
420,,,12h32m07.19s,+74d29m22.4s,5844.0,1.2,1.07
421,,,12h33m35.56s,-11d37m18.7s,5783.0,1.05,
422,,,12h33m35.56s,-11d37m18.7s,5783.0,1.05,
423,,,12h37m16.38s,-40d48m43.6s,5824.0,1.13,1.22
424,,,12h39m14.77s,-07d59m44.0s,4445.0,2.17,20.9
425,,,12h48m51.75s,-68d25m30.5s,5512.0,0.84,0.9
426,,,12h50m17.30s,+22d51m48.3s,4884.0,1.94,8.03
427,,,12h53m11.16s,-03d33m11.2s,6557.0,1.18,1.45
428,,,13h01m46.93s,+63d36m36.8s,6576.6,1.4,1.5
429,,,13h04m57.48s,-52d26m34.5s,4462.0,0.58,0.53
430,,,13h04m57.48s,-52d26m34.5s,4462.0,0.58,0.53
431,,,13h07m10.73s,+27d37m29.1s,4181.0,1.49,25.11
432,,,13h10m39.82s,-35d03m17.2s,4836.0,0.6,0.76
433,,,13h12m03.19s,-37d48m10.9s,5641.0,1.27,2.14
434,,,13h12m44.26s,-31d52m24.1s,5844.0,0.94,1.47
435,,,13h12m19.74s,+17d31m01.6s,5869.0,0.8,1.2
436,,,13h12m43.78s,-02d15m54.1s,5135.0,0.85,
437,,,13h12m43.78s,-02d15m54.1s,5135.0,0.85,
438,,,01h52m50.53s,-19d30m25.1s,6030.0,1.24,1.34
439,,,01h52m50.53s,-19d30m25.1s,6030.0,1.24,1.34
440,,,13h20m39.54s,+24d38m55.3s,4819.0,0.83,4.89
441,,,13h20m39.54s,+24d38m55.3s,4819.0,0.83,4.89
442,,,13h29m21.11s,-35d34m15.6s,5732.0,1.05,1.07
443,,,01h58m50.09s,+73d09m08.6s,4312.0,0.72,20.58
444,,,13h32m25.55s,-47d16m16.9s,5990.0,1.08,
445,,,13h34m02.54s,+53d43m42.7s,5864.0,1.84,2.06
446,,,01h57m09.61s,-10d14m32.7s,5349.0,1.12,
447,,,01h57m09.61s,-10d14m32.7s,5349.0,1.12,
448,,,01h54m56.13s,-67d38m50.3s,4970.0,1.91,10.09
449,,,13h42m39.20s,+78d03m52.0s,4892.0,2.39,9.12
450,,,13h57m17.24s,-56d02m24.2s,6027.0,1.62,1.07
451,,,02h02m26.73s,+02d48m57.1s,5920.0,1.01,
452,,,14h18m09.32s,+38d58m01.1s,4850.0,1.36,6.47
453,,,14h21m23.18s,-40d23m38.2s,4691.0,0.29,0.74
454,,,14h20m53.51s,-17d28m53.5s,5841.0,1.11,1.05
455,,,14h20m53.51s,-17d28m53.5s,5841.0,1.11,1.05
456,,,14h20m53.51s,-17d28m53.5s,5841.0,1.11,1.05
457,,,02h18m59.68s,+85d44m10.1s,4835.0,0.67,11.02
458,,,14h27m32.97s,-51d55m59.1s,5638.0,0.9,0.98
459,,,02h04m34.29s,+25d24m51.5s,5645.0,1.2,1.2
460,,,02h04m34.29s,+25d24m51.5s,5645.0,1.2,1.2
461,,,14h26m48.28s,-05d10m40.0s,5568.0,1.26,1.32
462,30.0,,14h36m00.56s,+09d44m47.5s,,0.83,0.76
463,55.95,,14h36m00.56s,+09d44m47.5s,,0.83,0.76
464,,,14h37m04.89s,-25d48m09.2s,4875.0,0.65,0.85
465,,,14h46m03.07s,-68d45m45.9s,,0.99,
466,,,14h47m32.73s,-00d16m53.3s,5387.0,0.92,0.85
467,,,14h53m23.03s,+18d14m07.4s,4846.0,1.34,4.44
468,,,15h00m06.08s,-73d32m07.2s,5892.0,1.19,1.08
469,,,02h08m13.78s,-24d41m43.5s,5671.0,1.35,2.39
470,,,02h09m40.17s,+32d18m59.2s,4175.0,2.24,38.41
471,,,14h56m54.65s,+53d22m55.8s,5783.0,1.03,1.34
472,,,14h58m21.52s,+44d02m35.3s,6073.0,1.08,1.09
473,,,15h03m35.45s,-27d50m33.3s,5799.0,0.95,
474,,,15h03m35.45s,-27d50m33.3s,5799.0,0.95,
475,,,15h03m35.81s,-27d50m27.6s,5805.0,0.93,
476,,,15h10m44.74s,-61d25m20.4s,5966.0,1.09,
477,,,15h10m44.74s,-61d25m20.4s,5966.0,1.09,
478,,,15h13m28.67s,-25d18m33.6s,5736.0,1.1,1.22
479,,,15h13m28.67s,-25d18m33.6s,5736.0,1.1,1.22
480,,,15h21m48.15s,-48d19m03.5s,5664.0,0.81,
481,,,15h21m48.15s,-48d19m03.5s,5664.0,0.81,
482,,,15h21m48.15s,-48d19m03.5s,5664.0,0.81,
483,,,15h19m06.18s,+41d43m59.5s,4989.0,1.48,3.78
484,,,02h12m20.68s,-46d48m59.0s,5868.0,1.14,1.07
485,,,15h35m39.93s,-80d12m16.5s,5181.0,0.68,0.88
486,,,02h18m14.56s,+65d35m39.7s,6255.0,1.29,1.67
487,,,02h18m14.56s,+65d35m39.7s,6255.0,1.29,1.67
488,,,02h16m47.38s,+43d46m22.8s,5867.0,1.3,1.25
489,,,15h35m16.20s,+53d55m19.7s,4700.0,1.35,11.47
490,88.99,0.477,00h17m47.15s,-66d21m32.1s,5521.0,1.32,2.34
491,,,02h17m10.44s,+23d46m04.2s,4815.0,2.4,12.4
492,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
493,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
494,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
495,,,15h46m53.81s,+46d59m10.5s,5600.0,1.07,
496,,,15h52m17.55s,-18d26m09.8s,5870.0,1.09,1.03
497,,,00h06m19.18s,-49d04m30.7s,6245.0,1.23,1.47
498,,,00h06m19.18s,-49d04m30.7s,6245.0,1.23,1.47
499,,,16h10m15.02s,-84d13m53.8s,5421.0,0.9,1.04
500,,,15h52m56.28s,+15d25m50.5s,4922.0,3.5,4.63
501,,,15h57m40.79s,-60d12m00.9s,5940.0,1.07,1.04
502,,,15h53m36.56s,+68d43m12.4s,6380.0,1.51,
503,,,16h01m50.35s,-44d26m04.3s,5507.0,0.97,0.92
504,,,16h11m36.45s,-27d04m41.4s,6014.0,1.2,1.05
505,,,16h10m03.91s,+26d44m33.9s,4769.0,1.23,10.52
506,,,16h13m09.87s,+13d14m22.1s,,1.75,5.38
507,,,00h18m41.87s,-08d03m10.8s,5765.0,1.02,
508,,,00h18m41.87s,-08d03m10.8s,5765.0,1.02,
509,,,16h23m00.15s,-61d41m19.5s,5441.0,0.93,
510,,,16h23m00.15s,-61d41m19.5s,5441.0,0.93,
511,,,16h16m42.75s,+67d14m19.8s,4156.0,0.6,
512,,,16h24m01.29s,-39d11m34.7s,5883.0,1.11,
513,,,02h23m14.05s,+10d50m12.3s,4946.0,1.43,5.01
514,,,16h25m45.15s,-33d34m01.6s,5972.0,1.38,2.29
515,,,16h25m45.15s,-33d34m01.6s,5972.0,1.38,2.29
516,,,16h28m17.28s,-46d19m03.4s,6308.0,1.22,1.21
517,,,16h25m44.53s,+11d55m08.6s,6032.0,1.21,1.34
518,,,16h25m44.53s,+11d55m08.6s,6032.0,1.21,1.34
519,,,16h25m48.41s,+30d15m54.5s,5572.0,1.07,1.48
520,,,16h28m28.15s,-13d23m58.7s,5025.0,1.64,3.86
521,84.55,,16h30m29.62s,+38d20m50.3s,6179.0,1.42,1.41
522,,,16h32m51.05s,+02d05m05.4s,5856.0,1.2,1.44
523,,,00h19m17.07s,+14d03m17.1s,4947.0,1.46,4.67
524,,,16h31m17.59s,+79d47m23.2s,5961.0,1.17,0.96
525,,,16h53m29.74s,-46d19m58.6s,5907.0,1.15,1.13
526,,,16h53m43.58s,+11d58m25.5s,5027.0,1.3,5.14
527,88.5,9.3,02h27m28.38s,-27d38m06.7s,5125.0,0.9,0.86
528,88.5,3.23,02h27m28.38s,-27d38m06.7s,5125.0,0.9,0.86
529,,,17h04m30.87s,-43d18m35.2s,6124.0,1.25,1.28
530,,,17h02m36.41s,+47d04m54.8s,5468.0,0.71,0.85
531,,,17h10m04.91s,-56d26m57.4s,5743.0,1.18,1.32
532,,,17h11m15.73s,-56d40m50.9s,5589.0,1.96,2.3
533,,,17h11m15.73s,-56d40m50.9s,5589.0,1.96,2.3
534,,,17h11m04.37s,-20d39m16.5s,4960.0,1.69,5.03
535,,,17h09m34.61s,+33d21m21.1s,5905.0,1.15,1.38
536,,,17h09m34.61s,+33d21m21.1s,5905.0,1.15,1.38
537,,,17h12m23.20s,+63d21m07.5s,5453.0,0.95,0.95
538,,,17h12m23.20s,+63d21m07.5s,5453.0,0.95,0.95
539,,,17h19m51.40s,-48d32m57.6s,5900.0,1.25,2.16
540,,,17h17m40.49s,+29d13m38.0s,4850.0,0.77,0.72
541,,,17h20m34.31s,-19d20m01.5s,6090.0,1.38,1.9
542,,,17h25m45.43s,+27d18m12.0s,4860.0,1.3,4.5
543,,6.12,17h25m24.05s,+52d47m26.5s,,1.08,1.21
544,,,17h25m24.05s,+52d47m26.5s,,1.08,1.21
545,,,17h25m24.05s,+52d47m26.5s,,1.08,1.21
546,,,17h25m24.05s,+52d47m26.5s,,1.08,1.21
547,,,17h25m24.05s,+52d47m26.5s,,1.08,1.21
548,,,17h19m37.11s,+80d08m11.0s,4069.0,1.8,50.3
549,,,17h33m21.55s,+05d42m02.6s,6123.0,1.12,1.12
550,,,17h33m21.55s,+05d42m02.6s,6123.0,1.12,1.12
551,,,17h38m59.52s,-43d08m43.9s,5534.0,1.19,2.13
552,,,17h38m59.52s,-43d08m43.9s,5534.0,1.19,2.13
553,,,00h20m31.52s,+30d58m29.3s,4915.0,1.33,3.49
554,,,00h20m31.52s,+30d58m29.3s,4915.0,1.33,3.49
555,,,17h44m08.70s,-51d50m02.6s,,1.08,
556,,,17h44m08.70s,-51d50m02.6s,,1.08,
557,,,17h44m08.70s,-51d50m02.6s,,1.08,
558,,,17h44m08.70s,-51d50m02.6s,,1.08,
559,,,02h35m19.93s,-03d33m38.2s,5757.0,1.11,1.48
560,,,02h37m01.91s,+42d03m45.5s,5981.0,1.63,1.72
561,,,17h50m38.36s,-40d19m06.1s,4723.0,0.42,0.75
562,,,17h53m40.50s,+56d23m31.0s,5522.0,1.12,1.76
563,,,17h53m40.50s,+56d23m31.0s,5522.0,1.12,1.76
564,,,02h36m58.61s,-34d34m40.7s,,1.2,
565,,,18h01m31.23s,+00d06m16.4s,5859.0,1.12,1.11
566,,,18h00m38.89s,+29d34m18.9s,5790.0,0.99,
567,,,18h03m06.94s,-28d33m38.3s,4684.0,0.77,
568,,,18h02m30.86s,+26d18m46.8s,5390.0,0.93,0.95
569,,,18h02m30.86s,+26d18m46.8s,5390.0,0.93,0.95
570,,,18h02m30.86s,+26d18m46.8s,5390.0,0.93,0.95
571,,,18h05m57.35s,-29d55m02.1s,5426.0,1.02,0.95
572,,,00h20m52.34s,-19d55m52.4s,6317.0,1.5,1.93
573,,,18h13m59.68s,-42d34m31.3s,5127.0,0.81,
574,,,18h10m31.64s,+54d17m11.6s,4943.0,1.5,4.5
575,,,18h20m03.93s,-09d35m44.6s,5491.0,0.99,1.51
576,,,18h20m03.93s,-09d35m44.6s,5491.0,0.99,1.51
577,,,18h21m49.78s,-11d55m21.7s,5570.0,1.07,1.09
578,,,00h21m13.32s,-08d16m52.2s,4374.0,1.86,21.66
579,,,18h27m49.48s,-29d49m00.7s,6299.0,1.4,
580,,,18h27m49.48s,-29d49m00.7s,6299.0,1.4,
581,,,18h29m10.98s,+11d41m43.8s,5842.0,1.1,1.24
582,,,02h46m22.11s,+49d39m11.1s,4326.0,6.73,13.58
583,,,18h32m15.49s,+06d56m44.7s,5671.0,1.53,2.47
584,,,18h34m43.67s,-28d04m20.3s,5440.0,0.96,1.01
585,87.82,,02h49m44.49s,+71d45m11.6s,6040.0,1.41,1.55
586,,,18h43m36.11s,+36d33m23.8s,4683.0,2.0,13.5
587,,,19h00m00.83s,-69d56m39.3s,5635.0,1.37,1.75
588,,,18h55m40.88s,+04d15m55.2s,5013.0,1.39,4.19
589,,,19h01m05.49s,-66d11m33.6s,5392.0,0.71,0.7
590,,,02h51m04.28s,+30d17m12.3s,5904.0,0.98,1.18
591,,,19h03m05.87s,-11d02m38.1s,4931.0,0.79,0.78
592,,,19h03m05.87s,-11d02m38.1s,4931.0,0.79,0.78
593,,,19h06m52.46s,-37d48m38.4s,,1.0,
594,,,19h05m20.77s,+25d55m14.4s,4901.0,1.7,3.26
595,,,19h05m20.77s,+25d55m14.4s,4901.0,1.7,3.26
596,,,19h09m03.11s,+34d35m59.5s,5588.0,1.24,1.08
597,,,19h11m09.83s,-02d38m18.2s,5646.0,1.14,1.63
598,,,19h15m33.23s,-24d10m45.7s,6168.0,1.21,
599,,,19h13m36.21s,+34d54m52.4s,5131.0,1.75,4.06
600,,,02h53m27.21s,-08d50m52.9s,5603.0,1.49,3.13
601,,,19h14m50.21s,+31d51m37.3s,4924.0,2.2,8.13
602,,,19h16m55.25s,+05d10m08.1s,3557.0,0.45,0.45
603,,,19h19m17.71s,-23d33m29.4s,4961.0,1.41,4.16
604,,,19h20m00.10s,-09d19m25.0s,5386.0,1.01,1.05
605,,,19h21m04.23s,-23d37m10.5s,4945.0,1.69,4.71
606,,,19h25m09.57s,-66d28m07.7s,4918.0,0.63,0.79
607,,,19h25m09.57s,-66d28m07.7s,4918.0,0.63,0.79
608,,,19h25m09.57s,-66d28m07.7s,4918.0,0.63,0.79
609,,,19h22m52.98s,-32d55m08.6s,5736.0,1.03,1.5
610,,,19h28m24.57s,+08d21m29.0s,5948.0,1.31,1.23
611,,,19h28m24.57s,+08d21m29.0s,5948.0,1.31,1.23
612,,,19h37m11.74s,+28d29m59.5s,5923.0,1.3,2.0
613,,,19h49m33.97s,-37d46m50.0s,6117.0,1.19,1.27
614,,,19h46m58.11s,+34d25m10.3s,5830.0,1.0,
615,,,19h46m58.11s,+34d25m10.3s,5830.0,1.0,
616,,,03h00m10.66s,-20d48m09.4s,4940.0,1.36,5.13
617,,,19h52m04.54s,+28d06m01.4s,5746.0,1.09,
618,85.71,,20h00m43.71s,+22d42m39.1s,5052.0,0.79,0.75
619,,,20h03m37.40s,+29d53m48.5s,5552.0,0.99,1.14
620,,,20h03m37.40s,+29d53m48.5s,5552.0,0.99,1.14
621,,,20h07m19.67s,-35d32m19.1s,5656.0,1.07,1.38
622,,,20h11m30.72s,-64d37m13.7s,5988.0,0.91,1.53
623,,,20h09m28.31s,+52d16m34.8s,6010.0,1.14,
624,88.18,,20h08m05.76s,+66d51m02.1s,5427.0,0.92,0.94
625,89.124,,20h08m05.76s,+66d51m02.1s,5427.0,0.92,0.94
626,89.49,,20h08m05.76s,+66d51m02.1s,5427.0,0.92,0.94
627,,,20h13m59.85s,-00d52m00.8s,4976.0,0.66,0.74
628,90.0,,20h15m17.39s,-27d01m58.7s,5166.0,0.8,
629,90.0,,20h15m17.39s,-27d01m58.7s,5166.0,0.8,
630,,,20h16m06.01s,+04d34m50.9s,5041.0,1.38,4.41
631,,,20h28m18.63s,+18d46m10.2s,5751.0,1.21,1.48
632,,,20h37m51.71s,-60d38m04.1s,5879.0,1.31,1.42
633,,,20h41m44.09s,-75d21m02.9s,6017.0,1.29,1.73
634,,,20h39m51.88s,+11d14m58.7s,6254.0,1.28,1.31
635,,,20h39m32.96s,+42d14m54.8s,6150.0,1.11,
636,,,03h12m46.44s,-01d11m46.0s,6188.0,1.36,
637,,,03h07m37.92s,-72d19m18.8s,5494.0,0.88,
638,,,03h07m37.92s,-72d19m18.8s,5494.0,0.88,
639,,,21h06m39.84s,+03d48m11.2s,4982.0,1.39,4.92
640,,,21h06m39.84s,+03d48m11.2s,4982.0,1.39,4.92
641,7.7,,21h14m57.77s,-20d47m21.2s,5760.0,1.27,1.03
642,90.0,,21h16m53.95s,+27d15m29.2s,5040.0,1.91,6.43
643,90.0,,21h16m53.95s,+27d15m29.2s,5040.0,1.91,6.43
644,84.51,0.343,21h18m47.901s,-26d36m58.95s,6272.0,1.72,2.59
645,,,21h18m58.22s,+26d13m50.0s,,,
646,,,21h22m18.87s,+05d01m25.0s,5780.0,1.12,1.33
647,,,00h24m20.28s,-56d39m00.2s,5945.0,1.23,1.19
648,,,21h28m12.21s,-21d43m34.5s,5783.0,1.03,1.1
649,,,21h28m12.21s,-21d43m34.5s,5783.0,1.03,1.1
650,,,21h32m23.51s,-20d57m26.7s,5026.0,0.58,0.78
651,,,21h38m08.41s,-31d44m14.9s,6176.0,1.22,1.33
652,,,21h42m21.89s,-50d05m37.0s,5635.0,1.42,
653,,,21h43m24.90s,-07d24m29.7s,4842.0,1.55,6.12
654,,,03h20m02.94s,-28d47m01.8s,5256.0,0.7,
655,,,03h20m02.94s,-28d47m01.8s,5256.0,0.7,
656,,,03h20m02.94s,-28d47m01.8s,5256.0,0.7,
657,,,03h20m02.94s,-28d47m01.8s,5256.0,0.7,
658,,,03h20m03.58s,-28d51m14.7s,5790.0,1.07,1.11
659,,,21h52m36.28s,-26d01m35.6s,5726.0,1.05,0.89
660,,,21h52m36.28s,-26d01m35.6s,5726.0,1.05,0.89
661,90.0,,03h19m55.65s,-43d04m11.2s,5401.0,0.7,
662,90.0,,03h19m55.65s,-43d04m11.2s,5401.0,0.7,
663,90.0,,03h19m55.65s,-43d04m11.2s,5401.0,0.7,
664,,,03h19m55.65s,-43d04m11.2s,5401.0,0.7,
665,,,21h57m19.85s,-37d45m49.0s,6067.0,1.13,
666,,,21h56m23.99s,+21d14m23.5s,4035.0,1.6,51.1
667,,,03h20m42.69s,-33d43m48.4s,4802.0,0.39,0.76
668,,,21h58m59.69s,+19d01m13.1s,4860.0,1.25,4.98
669,86.71,,22h03m10.77s,+18d53m03.5s,6091.0,1.23,1.19
670,,,22h09m34.61s,-41d13m29.6s,5790.0,1.04,
671,,,22h09m29.87s,-07d32m55.2s,5538.0,1.01,1.07
672,,,22h11m51.33s,+16d02m26.0s,4951.0,1.61,4.92
673,,,22h18m06.54s,+61d08m04.0s,5652.0,1.03,1.13
674,,,22h22m16.21s,-54d33m38.2s,4127.0,0.61,
675,,,22h27m30.92s,-77d43m04.5s,6239.0,1.55,1.16
676,,,22h27m03.07s,-17d15m49.2s,5003.0,1.56,5.27
677,,,22h31m00.37s,-49d25m59.8s,5979.0,1.57,1.51
678,80.09,9.15,22h35m56.32s,-59d51m52.1s,5978.0,1.07,1.1
679,,,22h35m56.32s,-59d51m52.1s,5978.0,1.07,1.1
680,,,03h26m11.12s,-30d37m04.1s,5605.0,0.89,
681,,,22h40m19.87s,+31d47m15.3s,5933.0,1.31,2.04
682,,,22h43m21.30s,-06d24m03.0s,4935.0,0.77,0.73
683,,,22h43m21.30s,-06d24m03.0s,4935.0,0.77,0.73
684,,,22h43m21.30s,-06d24m03.0s,4935.0,0.77,0.73
685,,,22h43m21.30s,-06d24m03.0s,4935.0,0.77,0.73
686,,,22h46m36.75s,-56d35m58.3s,5110.0,0.67,0.85
687,,,22h46m36.75s,-56d35m58.3s,5110.0,0.67,0.85
688,,,22h53m37.93s,-48d35m53.8s,5999.0,1.3,
689,,,22h54m39.48s,-70d04m25.3s,5909.0,1.17,1.39
690,,,22h53m03.98s,+44d28m39.9s,4639.0,0.81,9.83
691,,,22h55m53.71s,-26d39m31.5s,5399.0,0.74,0.93
692,,,03h27m12.48s,-58d19m25.3s,5430.0,0.8,
693,,,03h27m12.48s,-58d19m25.3s,5430.0,0.8,
694,,,22h58m15.54s,-02d23m43.4s,5622.0,1.0,1.11
695,,,22h58m15.54s,-02d23m43.4s,5622.0,1.0,1.11
696,88.9,31.93,03h26m59.22s,-63d29m56.8s,4640.0,0.73,0.69
697,,,23h03m08.20s,-00d25m46.6s,5966.0,1.02,1.27
698,,,23h02m36.67s,+58d52m33.3s,5544.0,1.03,1.21
699,,,23h09m10.73s,-02d15m38.7s,4730.0,0.76,0.85
700,,,23h14m06.58s,-62d42m00.0s,5362.0,1.05,1.91
701,85.05,6.34,23h13m16.98s,+57d10m06.1s,4699.0,0.81,0.78
702,87.28,6.95,23h13m16.98s,+57d10m06.1s,4699.0,0.81,0.78
703,,,23h13m16.98s,+57d10m06.1s,4699.0,0.81,0.78
704,,,23h13m16.98s,+57d10m06.1s,4699.0,0.81,0.78
705,,,23h13m16.98s,+57d10m06.1s,4699.0,0.81,0.78
706,,,23h13m16.98s,+57d10m06.1s,4699.0,0.81,0.78
707,,,23h14m53.83s,+56d43m49.2s,4820.0,1.0,2.9
708,86.38,0.87,23h18m13.630s,-56d54m13.630s,5527.0,0.92,1.03
709,,,23h18m46.74s,+18d38m44.6s,5807.0,1.18,1.61
710,,,23h18m46.74s,+18d38m44.6s,5807.0,1.18,1.61
711,,,23h20m14.38s,+61d58m12.5s,3787.0,2.2,54.92
712,,,23h21m58.29s,+16d37m57.1s,5683.0,0.91,0.98
713,,,23h25m52.99s,-20d36m57.7s,5921.0,1.02,1.07
714,,,23h26m27.44s,+08d38m37.8s,5940.0,1.16,
715,,,23h26m36.99s,+56d53m11.5s,5960.0,1.13,
716,,,23h31m20.34s,-58d12m35.0s,6304.0,1.25,
717,85.75,0.431,23h32m08.07s,-21d48m05.1s,5080.0,1.21,2.94
718,,,23h33m19.58s,-77d23m07.2s,5830.0,1.67,
719,,,23h32m54.05s,+63d09m19.7s,5620.0,1.19,
720,,,23h38m07.95s,-70d54m12.1s,4806.0,1.07,4.1
721,,,23h38m00.31s,+48d59m47.5s,5701.0,1.21,1.85
722,,,23h41m51.53s,-05d59m08.7s,5790.0,1.12,1.13
723,,,23h58m51.76s,-61d35m12.4s,6097.0,1.34,1.54
724,,,23h59m53.83s,-22d25m41.2s,5894.0,1.31,1.93
725,,,03h40m49.53s,+31d49m34.6s,5027.0,0.75,
726,,,03h39m43.09s,-52d54m57.0s,5974.0,1.12,1.07
727,,,03h39m23.64s,-60d04m40.2s,5843.0,1.21,1.49
728,,,19h32m04.16s,+16d28m27.4s,6101.0,1.21,1.53
729,,,09h09m48.81s,+53d34m05.6s,4791.0,1.5,10.9
730,,,11h26m05.49s,+50d22m32.8s,4981.0,0.71,0.68
731,,,03h41m50.40s,-62d46m01.5s,,0.75,0.73
732,,,03h41m50.40s,-62d46m01.5s,,0.75,0.73
733,,,03h48m00.37s,+40d31m50.3s,6040.0,1.47,1.53
734,,,18h38m20.21s,+59d15m13.9s,4769.0,1.47,12.73
735,,,23h10m29.23s,+57d01m46.0s,4297.0,0.82,
736,,,23h15m42.22s,+58d02m35.7s,3926.0,8.76,71.23
737,,,03h50m22.97s,+17d28m34.9s,5802.0,1.11,1.3
738,,,03h56m36.30s,+74d04m48.1s,4052.0,1.61,40.0
739,,,03h45m01.55s,-70d01m26.8s,6034.0,1.22,
740,,,03h57m43.92s,-20d16m04.1s,5160.0,0.86,0.83
741,,,03h55m49.44s,-65d11m12.0s,6125.0,1.08,1.23
742,,,00h29m59.87s,-05d45m50.4s,5186.0,0.77,0.94
743,89.252,,00h29m18.95s,-76d18m14.62s,6801.0,1.43,1.56
744,,,04h15m16.32s,-07d39m10.3s,5072.0,0.78,0.87
745,,,04h16m29.03s,-59d18m07.8s,4846.0,1.23,
746,,,04h19m45.47s,-41d57m37.0s,5737.0,0.94,0.92
747,,,04h20m47.05s,-59d24m39.0s,,0.8,
748,,,04h20m47.05s,-59d24m39.0s,,0.8,
749,,,04h20m47.05s,-59d24m39.0s,,0.8,
750,,,04h26m26.32s,-10d33m03.0s,5662.0,1.02,1.03
751,,,04h24m50.71s,-50d37m19.9s,5664.0,1.06,1.48
752,,,04h07m01.22s,+15d20m06.1s,4503.0,0.82,0.69
753,,,04h42m55.78s,+18d57m29.4s,3679.0,0.45,0.45
754,,,04h31m25.45s,+04d34m31.0s,4972.0,1.53,6.48
755,,,04h37m52.22s,+60d40m34.3s,5560.0,0.85,0.85
756,,,05h23m21.56s,-02d16m39.4s,5505.0,0.84,0.95
757,,,00h33m10.39s,+54d53m41.9s,4844.0,1.97,10.76
758,,,04h41m54.37s,-58d01m14.7s,5607.0,1.05,1.02
759,,,04h41m54.37s,-58d01m14.7s,5607.0,1.05,1.02
760,,,04h48m36.38s,-05d40m26.6s,5882.0,1.12,1.61
761,,,04h48m28.49s,-28d25m09.5s,5400.0,0.92,0.91
762,,,04h50m17.86s,-24d22m07.8s,4895.0,1.17,4.4
763,,,04h54m43.65s,+12d21m07.9s,6130.0,1.7,1.75
764,,,04h55m38.38s,-23d14m30.8s,5898.0,0.96,
